DIAGNOSIS CODE,LEN_DX_CODE,FIVE_DX_CODE,LONG_DESCRIPTION,SHORT_DESCRIPTION
53171,5,53171,"Chronic gastric ulcer without mention of hemorrhage or perforation, with obstruction",Chr stomach ulc NOS-obst
53170,5,53170,"Chronic gastric ulcer without mention of hemorrhage or perforation, without mention of obstruction",Chr stomach ulcer NOS
53161,5,53161,"Chronic or unspecified gastric ulcer with hemorrhage and perforation, with obstruction",Chr stom ulc hem/perf-ob
53160,5,53160,"Chronic or unspecified gastric ulcer with hemorrhage and perforation, without mention of obstruction",Chr stomach ulc hem/perf
53151,5,53151,"Chronic or unspecified gastric ulcer with perforation, with obstruction",Chr stom ulc w perf-obst
53150,5,53150,"Chronic or unspecified gastric ulcer with perforation, without mention of obstruction",Chr stomach ulcer w perf
53141,5,53141,"Chronic or unspecified gastric ulcer with hemorrhage, with obstruction",Chr stom ulc w hem-obstr
53140,5,53140,"Chronic or unspecified gastric ulcer with hemorrhage, without mention of obstruction",Chr stomach ulc w hem
53131,5,53131,"Acute gastric ulcer without mention of hemorrhage or perforation, with obstruction",Ac stomach ulc NOS-obstr
53130,5,53130,"Acute gastric ulcer without mention of hemorrhage or perforation, without mention of obstruction",Acute stomach ulcer NOS
53121,5,53121,"Acute gastric ulcer with hemorrhage and perforation, with obstruction",Ac stom ulc hem/perf-obs
53120,5,53120,"Acute gastric ulcer with hemorrhage and perforation, without mention of obstruction",Ac stomac ulc w hem/perf
53111,5,53111,"Acute gastric ulcer with perforation, with obstruction",Ac stom ulc w perf-obst
53110,5,53110,"Acute gastric ulcer with perforation, without mention of obstruction",Ac stomach ulcer w perf
53101,5,53101,"Acute gastric ulcer with hemorrhage, with obstruction",Ac stomac ulc w hem-obst
53100,5,53100,"Acute gastric ulcer with hemorrhage, without mention of obstruction",Ac stomach ulcer w hem
53089,5,53089,Other specified disorders of esophagus,Other dsrders esophagus
53087,5,53087,Mechanical complication of esophagostomy,Mech comp esophagostomy
53086,5,53086,Infection of esophagostomy,Esophagostomy infection
53085,5,53085,Barrett's esophagus,Barrett's esophagus
53084,5,53084,Tracheoesophageal fistula,Tracheoesophageal fstula
53083,5,53083,Esophageal leukoplakia,Esophageal leukoplakia
53082,5,53082,Esophageal hemorrhage,Esophageal hemorrhage
53081,5,53081,Esophageal reflux,Esophageal reflux
53021,5,53021,Ulcer of esophagus with bleeding,Ulcer esophagus w bleed
53020,5,53020,Ulcer of esophagus without bleeding,Ulc esophagus w/o bleed
53019,5,53019,Other esophagitis,Other esophagitis
53013,5,53013,Eosinophilic esophagitis,Eosinophilic esophagitis
53012,5,53012,Acute esophagitis,Acute esophagitis
53011,5,53011,Reflux esophagitis,Reflux esophagitis
53010,5,53010,"Esophagitis, unspecified","Esophagitis, unspecified"
52879,5,52879,"Other disturbances of oral epithelium, including tongue",Dist oral epithelium NEC
52872,5,52872,Excessive keratinized residual ridge mucosa,Keratin ridge muc-excess
52871,5,52871,Minimal keratinized residual ridge mucosa,Keratin ridge mucosa-min
52809,5,52809,Other stomatitis and mucositis (ulcerative),Stomatits & mucosits NEC
52802,5,52802,Mucositis (ulcerative) due to other drugs,Mucositis d/t drugs NEC
52801,5,52801,Mucositis (ulcerative) due to antineoplastic therapy,Mucosits d/t antineo rx
52800,5,52800,"Stomatitis and mucositis, unspecified",Stomatitis/mucositis NOS
52689,5,52689,Other specified diseases of the jaws,Jaw disease NEC
52681,5,52681,Exostosis of jaw,Exostosis of jaw
52669,5,52669,Other periradicular pathology associated with previous endodontic treatment,Periradicular path NEC
52663,5,52663,Endodontic underfill,Endodontic underfill
52662,5,52662,Endodontic overfill,Endodontic overfill
52661,5,52661,Perforation of root canal space,Perfor root canal space
52579,5,52579,Other endosseous dental implant failure,Endos dentl imp fail NEC
52573,5,52573,Post-osseointegration mechanical failure of dental implant,Post-osse mech fail impl
52572,5,52572,Post-osseointegration biological failure of dental implant,Post-osse biol fail impl
52571,5,52571,Osseointegration failure of dental implant,Osseo fail dental implnt
52569,5,52569,Other unsatisfactory restoration of existing tooth,Unsat restore tooth NEC
52567,5,52567,Poor aesthetics of existing restoration,Poor aesthetics restore
52566,5,52566,Allergy to existing dental restorative material,Allergy dental res mat
52565,5,52565,Contour of existing restoration of tooth biologically incompatible with oral health,Contour restore tooth
52564,5,52564,Fractured dental restorative material with loss of material,Fx dentl material w loss
52563,5,52563,Fractured dental restorative material without loss of material,Fx dental mat w/o loss
52562,5,52562,Unrepairable overhanging of dental restorative materials,Overhang dental restore
52561,5,52561,Open restoration margins,Open restoration margins
52560,5,52560,Unspecified unsatisfactory restoration of tooth,Unsat restore tooth NOS
52554,5,52554,"Partial edentulism, class IV","Part edentulism,class IV"
52553,5,52553,"Partial edentulism, class III","Part edentulsm,class III"
52552,5,52552,"Partial edentulism, class II","Part edentulism,class II"
52551,5,52551,"Partial edentulism, class I","Part edentulism,class I"
52550,5,52550,"Partial edentulism, unspecified",Partial edentulism NOS
52544,5,52544,"Complete edentulism, class IV","Comp edentulism,class IV"
52543,5,52543,"Complete edentulism, class III","Comp edentulsm,class III"
52542,5,52542,"Complete edentulism, class II","Comp edentulism,class II"
52541,5,52541,"Complete edentulism, class I","Comp edentulism,class I"
52540,5,52540,"Complete edentulism, unspecified",Complete edentulism NOS
52526,5,52526,Severe atrophy of the maxilla,Atrophy maxilla-severe
52525,5,52525,Moderate atrophy of the maxilla,Atrophy maxilla-moderate
52524,5,52524,Minimal atrophy of the maxilla,Atrophy maxilla-minimal
52523,5,52523,Severe atrophy of the mandible,Atrophy mandible-severe
52522,5,52522,Moderate atrophy of the mandible,Atrophy mandible-modrate
52521,5,52521,Minimal atrophy of the mandible,Atrophy mandible-minimal
52520,5,52520,Unspecified atrophy of edentulous alveolar ridge,Atrophy alvlar ridge NOS
52519,5,52519,Other loss of teeth,Loss of teeth NEC
52513,5,52513,Loss of teeth due to caries,Loss of teeth d/t caries
52512,5,52512,Loss of teeth due to periodontal disease,Loss teeth d/t peri dis
52511,5,52511,Loss of teeth due to trauma,Loss of teeth d/t trauma
52510,5,52510,"Acquired absence of teeth, unspecified",Acq absence of teeth NOS
52489,5,52489,Other specified dentofacial anomalies,Dentofacial anomaly NEC
52482,5,52482,Posterior soft tissue impingement,Posterior soft tiss impg
52481,5,52481,Anterior soft tissue impingement,Anterior soft tiss impg
52479,5,52479,Other specified alveolar anomaly,Oth spcf alveolar anmaly
52476,5,52476,Occlusal plane deviation,Occlusal plane deviation
52475,5,52475,Vertical displacement of alveolus and teeth,Vertical displace teeth
52474,5,52474,Alveolar mandibular hypoplasia,Alveolar mandb hypoplsia
52473,5,52473,Alveolar maxillary hypoplasia,Alveolar maxil hypoplsia
52472,5,52472,Alveolar mandibular hyperplasia,Alveolar mandib hyprplas
52471,5,52471,Alveolar maxillary hyperplasia,Alveolar maxil hyprplsia
52470,5,52470,"Dental alveolar anomalies, unspecified alveolar anomaly",Unspf dent alvelr anmaly
52469,5,52469,Other specified temporomandibular joint disorders,Other specf TMJ disordrs
52464,5,52464,Temporomandibular joint sounds on opening and/or closing the jaw,TMJ sounds opn/close jaw
52463,5,52463,"Temporomandibular joint disorders, articular disc disorder (reducing or non-reducing)",Articular disc disorder
52462,5,52462,"Temporomandibular joint disorders, arthralgia of temporomandibular joint",Arthralgia TMJ
52461,5,52461,"Temporomandibular joint disorders, adhesions and ankylosis (bony or fibrous)",Adhesns/ankylosis - TMJ
52460,5,52460,"Temporomandibular joint disorders, unspecified",TMJ disorders NOS
52459,5,52459,Other dentofacial functional abnormalities,Dentofac funct abnor NEC
52457,5,52457,Lack of posterior occlusal support,Lack post occlsl support
52456,5,52456,Non-working side interference,Nonwork side interfrnce
52455,5,52455,Centric occlusion maximum intercuspation discrepancy,Centric occl intrcsp dis
52454,5,52454,Insufficient anterior guidance,Insuff anterior guidance
52453,5,52453,Deviation in opening and closing of the mandible,Dev open/close mandible
52452,5,52452,Limited mandibular range of motion,Limited mandibular ROM
52451,5,52451,Abnormal jaw closure,Abnormal jaw closure
52450,5,52450,"Dentofacial functional abnormality, unspecified",Dentofac funct abnor NOS
52439,5,52439,Other anomalies of tooth position,Tooth position anom NEC
52437,5,52437,Excessive interocclusal distance of teeth,Exces interocclusl-teeth
52436,5,52436,Insufficient interocclusal distance of teeth (ridge),Insuf interocclusl-teeth
52435,5,52435,Rotation of tooth/teeth,Rotation of teeth
52434,5,52434,Vertical displacement of teeth,Vertical displace-teeth
52433,5,52433,Horizontal displacement of teeth,Horizontl displace-teeth
52432,5,52432,Excessive spacing of teeth,Excessive spacing-teeth
52431,5,52431,Crowding of teeth,Crowding of teeth
52430,5,52430,Unspecified anomaly of tooth position,Tooth position anom NOS
52429,5,52429,Other anomalies of dental arch relationship,Anomaly dental arch NEC
52428,5,52428,Anomalies of interarch distance,Anom interarch distance
52427,5,52427,Reverse articulation,Reverse articulation
52426,5,52426,Excessive horizontal overlap,Excess horizontl overlap
52425,5,52425,Open posterior occlusal relationship,Open posterior occlusion
52424,5,52424,Open anterior occlusal relationship,Open anterior occlusion
52423,5,52423,"Malocclusion, Angle's class III",Malocc-Angle's class III
52422,5,52422,"Malocclusion, Angle's class II",Malocc-Angle's class II
52421,5,52421,"Malocclusion, Angle's class I",Malocc- Angle's class I
52420,5,52420,Unspecified anomaly of dental arch relationship,Anomaly dental arch NOS
52419,5,52419,"Anomalies of relationship of jaw to cranial base, other specified anomaly",Spcfd anom jaw cranl bse
52412,5,52412,"Anomalies of relationship of jaw to cranial base, other jaw asymmetry",Other jaw asymmetry
52411,5,52411,"Anomalies of relationship of jaw to cranial base, maxillary asymmetry",Maxillary asymmetry
52410,5,52410,"Anomalies of relationship of jaw to cranial base, unspecified anomaly",Unspcf anm jaw cranl bse
52409,5,52409,"Major anomalies of jaw size, other specified anomaly",Oth spcf anmly jaw size
52407,5,52407,Excessive tuberosity of jaw,Excessive tuberosity-jaw
52406,5,52406,"Major anomalies of jaw size, microgenia",Microgenia
52405,5,52405,"Major anomalies of jaw size, macrogenia",Macrogenia
52404,5,52404,"Major anomalies of jaw size, mandibular hypoplasia",Mandibular hypoplasia
52403,5,52403,"Major anomalies of jaw size, maxillary hypoplasia",Maxillary hypoplasia
52402,5,52402,"Major anomalies of jaw size, mandibular hyperplasia",Mandibular hyperplasia
52401,5,52401,"Major anomalies of jaw size, maxillary hyperplasia",Maxillary hyperplasia
52400,5,52400,"Major anomalies of jaw size, unspecified anomaly",Unspcf anomaly jaw size
52342,5,52342,"Chronic periodontitis, generalized","Chron periodontitis,gen"
52341,5,52341,"Chronic periodontitis, localized","Chr periodontitis, local"
52340,5,52340,"Chronic periodontitis, unspecified",Chronc periodontitis NOS
52333,5,52333,Acute periodontitis,Acute periodontitis
52332,5,52332,"Aggressive periodontitis, generalized","Aggres periodontitis,gen"
52331,5,52331,"Aggressive periodontitis, localized","Aggres periodontitis,loc"
52330,5,52330,"Aggressive periodontitis, unspecified",Aggres periodontitis NOS
52325,5,52325,"Gingival recession, generalized",Gingival recess-general
52324,5,52324,"Gingival recession, localized",Gingival recession-local
52323,5,52323,"Gingival recession, severe",Gingival recess-severe
52322,5,52322,"Gingival recession, moderate",Gingival recess-moderate
52321,5,52321,"Gingival recession, minimal",Gingival recess-minimal
52320,5,52320,"Gingival recession, unspecified",Gingival recession NOS
52311,5,52311,"Chronic gingivitis, non-plaque induced",Chr gingivitis-nonplaque
52310,5,52310,"Chronic gingivitis, plaque induced","Chronc gingititis,plaque"
52301,5,52301,"Acute gingivitis, non-plaque induced","Ac gingivitis,nonplaque"
52300,5,52300,"Acute gingivitis, plaque induced","Acute gingititis, plaque"
52189,5,52189,Other specific diseases of hard tissues of teeth,Dis hard tiss teeth NEC
52181,5,52181,Cracked tooth,Cracked tooth
52149,5,52149,Other pathological resorption,Path resorption NEC
52142,5,52142,"Pathological resorption, external",Path resorption-external
52141,5,52141,"Pathological resorption, internal",Path resorption-internal
52140,5,52140,"Pathological resorption, unspecified",Path resorption NOS
52135,5,52135,"Erosion, generalized",Erosion-generalized
52134,5,52134,"Erosion, localized",Erosion-localized
52133,5,52133,"Erosion, extending into pulp",Erosion-pulp
52132,5,52132,"Erosion, extending into dentine",Erosion-dentine
52131,5,52131,"Erosion, limited to enamel",Erosion-enamel
52130,5,52130,"Erosion, unspecified",Erosion NOS
52125,5,52125,"Abrasion, generalized",Abrasion-generalized
52124,5,52124,"Abrasion, localized",Abrasion-localized
52123,5,52123,"Abrasion, extending into pulp",Abrasion-pulp
52122,5,52122,"Abrasion, extending into dentine",Abrasion-dentine
52121,5,52121,"Abrasion, limited to enamel",Abrasion-enamel
52120,5,52120,"Abrasion, unspecified",Abrasion NOS
52115,5,52115,"Excessive attrition, generalized",Excess attrition-general
52114,5,52114,"Excessive attrition, localized",Excess attrition-local
52113,5,52113,"Excessive attrition, extending into pulp",Excessive attrition-pulp
52112,5,52112,"Excessive attrition, extending into dentine",Excess attrition-dentine
52111,5,52111,"Excessive attrition, limited to enamel",Excess attrition-enamel
52110,5,52110,"Excessive attrition, unspecified",Excessive attrition NOS
52109,5,52109,Other dental caries,Dental caries NEC
52108,5,52108,Dental caries of root surface,Dental caries-root surf
52107,5,52107,Dental caries of smooth surface,Dentl caries-smooth surf
52106,5,52106,Dental caries pit and fissure,Dentl caries-pit/fissure
52105,5,52105,Odontoclasia,Odontoclasia
52104,5,52104,Arrested dental caries,Dental caries - arrested
52103,5,52103,Dental caries extending into pulp,Dental caries - pulp
52102,5,52102,Dental caries extending into dentine,Dental caries - dentine
52101,5,52101,Dental caries limited to enamel,Dental caries - enamel
52100,5,52100,"Dental caries, unspecified",Dental caries NOS
51919,5,51919,Other diseases of trachea and bronchus,Trachea & bronch dis NEC
51911,5,51911,Acute bronchospasm,Acute bronchospasm
51909,5,51909,Other tracheostomy complications,Tracheostomy comp NEC
51902,5,51902,Mechanical complication of tracheostomy,Tracheostomy - mech comp
51901,5,51901,Infection of tracheostomy,Tracheostomy infection
51900,5,51900,"Tracheostomy complication, unspecified",Tracheostomy comp NOS
51889,5,51889,"Other diseases of lung, not elsewhere classified",Other lung disease NEC
51884,5,51884,Acute and chronic respiratory failure,Acute & chronc resp fail
51883,5,51883,Chronic respiratory failure,Chronic respiratory fail
51882,5,51882,"Other pulmonary insufficiency, not elsewhere classified",Other pulmonary insuff
51881,5,51881,Acute respiratory failure,Acute respiratry failure
51853,5,51853,Acute and chronic respiratory failure following trauma and surgery,Ac/chr rsp flr fol tr/sg
51852,5,51852,"Other pulmonary insufficiency, not elsewhere classified, following trauma and surgery",Ot pul insuf fol trm/srg
51851,5,51851,Acute respiratory failure following trauma and surgery,Ac resp flr fol trma/srg
51669,5,51669,Other interstitial lung diseases of childhood,Oth intrst lung dis chld
51664,5,51664,Alveolar capillary dysplasia with vein misalignment,Alv cap dysp w vn misaln
51663,5,51663,Surfactant mutations of the lung,Surfactant mutation lung
51662,5,51662,Pulmonary interstitial glycogenosis,Pulm interstitl glycogen
51661,5,51661,Neuroendocrine cell hyperplasia of infancy,Neuroend cell hyprpl inf
51637,5,51637,Desquamative interstitial pneumonia,Desquamatv interst pneu
51636,5,51636,Cryptogenic organizing pneumonia,Cryptogenic organiz pneu
51635,5,51635,Idiopathic lymphoid interstitial pneumonia,Idiopth lym interst pneu
51634,5,51634,Respiratory bronchiolitis interstitial lung disease,Resp brncio interst lung
51633,5,51633,Acute interstitial pneumonitis,Acute interstitial pneum
51632,5,51632,Idiopathic non-specific interstitial pneumonitis,Idio non-spec inter pneu
51631,5,51631,Idiopathic pulmonary fibrosis,Idiopath pulmon fibrosis
51630,5,51630,"Idiopathic interstitial pneumonia, not otherwise specified",Idiopath inters pneu NOS
51289,5,51289,Other pneumothorax,Other pneumothorax
51284,5,51284,Other air leak,Other air leak
51283,5,51283,Chronic pneumothorax,Chronic pneumothorax
51282,5,51282,Secondary spontaneous pneumothorax,Sec spont pneumothorax
51281,5,51281,Primary spontaneous pneumothorax,Prim spont pneumothorax
51189,5,51189,"Other specified forms of effusion, except tuberculous",Effusion NEC exc tb
51181,5,51181,Malignant pleural effusion,Malignant pleural effusn
49392,5,49392,"Asthma, unspecified type, with (acute) exacerbation",Asthma NOS w (ac) exac
49391,5,49391,"Asthma, unspecified type, with status asthmaticus",Asthma w status asthmat
49390,5,49390,"Asthma, unspecified type, unspecified",Asthma NOS
49382,5,49382,Cough variant asthma,Cough variant asthma
49381,5,49381,Exercise induced bronchospasm,Exercse ind bronchospasm
49322,5,49322,Chronic obstructive asthma with (acute) exacerbation,Ch obst asth w (ac) exac
49321,5,49321,Chronic obstructive asthma with status asthmaticus,Ch ob asthma w stat asth
49320,5,49320,"Chronic obstructive asthma, unspecified",Chronic obst asthma NOS
49312,5,49312,Intrinsic asthma with (acute) exacerbation,Int asthma w (ac) exac
49311,5,49311,Intrinsic asthma with status asthmaticus,Int asthma w status asth
49310,5,49310,"Intrinsic asthma, unspecified",Intrinsic asthma NOS
49302,5,49302,Extrinsic asthma with (acute) exacerbation,Ext asthma w(acute) exac
49301,5,49301,Extrinsic asthma with status asthmaticus,Ext asthma w status asth
49300,5,49300,"Extrinsic asthma, unspecified",Extrinsic asthma NOS
49122,5,49122,Obstructive chronic bronchitis with acute bronchitis,Obs chr bronc w ac bronc
49121,5,49121,Obstructive chronic bronchitis with (acute) exacerbation,Obs chr bronc w(ac) exac
49120,5,49120,Obstructive chronic bronchitis without exacerbation,Obst chr bronc w/o exac
48889,5,48889,Influenza due to identified novel influenza A virus with other manifestations,Flu dt novel A w oth man
48882,5,48882,Influenza due to identified novel influenza A virus with other respiratory manifestations,Flu dt nvl A w oth resp
48881,5,48881,Influenza due to identified novel influenza A virus with pneumonia,Flu dt nvl A vrs w pneu
48819,5,48819,Influenza due to identified 2009 H1N1 influenza virus with other manifestations,Flu-2009 H1N1 w oth man
48812,5,48812,Influenza due to identified 2009 H1N1 influenza virus with other respiratory manifestations,Flu-2009 H1N1 w oth resp
48811,5,48811,Influenza due to identified 2009 H1N1 influenza virus with pneumonia,Flu dt 2009 H1N1 w pneu
48809,5,48809,Influenza due to identified avian influenza virus with other manifestations,Flu dt avian manfest NEC
48802,5,48802,Influenza due to identified avian influenza virus with other respiratory manifestations,Flu dt avian w oth resp
48801,5,48801,Influenza due to identified avian influenza virus with pneumonia,Flu dt iden avian w pneu
48289,5,48289,Pneumonia due to other specified bacteria,Pneumonia oth spcf bact
48284,5,48284,Pneumonia due to Legionnaires' disease,Legionnaires' disease
48283,5,48283,Pneumonia due to other gram-negative bacteria,Pneumo oth grm-neg bact
48282,5,48282,Pneumonia due to escherichia coli [E. coli],Pneumonia e coli
48281,5,48281,Pneumonia due to anaerobes,Pneumonia anaerobes
48249,5,48249,Other Staphylococcus pneumonia,Staph pneumonia NEC
48242,5,48242,Methicillin resistant pneumonia due to Staphylococcus aureus,Meth res pneu d/t Staph
48241,5,48241,Methicillin susceptible pneumonia due to Staphylococcus aureus,Meth sus pneum d/t Staph
48240,5,48240,"Pneumonia due to Staphylococcus, unspecified",Staphylococcal pneu NOS
48239,5,48239,Pneumonia due to other Streptococcus,Pneumonia oth strep
48232,5,48232,"Pneumonia due to Streptococcus, group B",Pneumonia strptococcus b
48231,5,48231,"Pneumonia due to Streptococcus, group A",Pneumonia strptococcus a
48230,5,48230,"Pneumonia due to Streptococcus, unspecified",Streptococcal pneumn NOS
47879,5,47879,"Other diseases of larynx, not elsewhere classified",Disease of larynx NEC
47875,5,47875,Laryngeal spasm,Laryngeal spasm
47874,5,47874,Stenosis of larynx,Stenosis of larynx
47871,5,47871,Cellulitis and perichondritis of larynx,Laryngeal cellulitis
47870,5,47870,Unspecified disease of larynx,Disease of larynx NOS
47834,5,47834,"Bilateral paralysis of vocal cords or larynx, complete",Vocal paral bilat total
47833,5,47833,"Bilateral paralysis of vocal cords or larynx, partial",Vocal paral bilat part
47832,5,47832,"Unilateral paralysis of vocal cords or larynx, complete",Vocal paral unilat total
47831,5,47831,"Unilateral paralysis of vocal cords or larynx, partial",Vocal paral unilat part
47830,5,47830,"Paralysis of vocal cords or larynx, unspecified",Vocal cord paralysis NOS
47829,5,47829,"Other diseases of pharynx, not elsewhere classified",Disease of pharynx NEC
47826,5,47826,Cyst of pharynx or nasopharynx,Cyst pharynx/nasopharynx
47825,5,47825,Edema of pharynx or nasopharynx,Edema pharynx/nasopharyx
47824,5,47824,Retropharyngeal abscess,Retropharyngeal abscess
47822,5,47822,Parapharyngeal abscess,Parapharyngeal abscess
47821,5,47821,Cellulitis of pharynx or nasopharynx,Cellulitis of pharynx
47820,5,47820,Unspecified disease of pharynx,Disease of pharynx NOS
47819,5,47819,Other disease of nasal cavity and sinuses,Nasal & sinus dis NEC
47811,5,47811,Nasal mucositis (ulcerative),Nasal mucositis (ulcer)
47412,5,47412,Hypertrophy of adenoids alone,Hypertrophy adenoids
47411,5,47411,Hypertrophy of tonsils alone,Hypertrophy tonsils
47410,5,47410,Hypertrophy of tonsil with adenoids,Hypertrophy T and A
47402,5,47402,Chronic tonsillitis and adenoiditis,Chronic tonsils&adenoids
47401,5,47401,Chronic adenoiditis,Chronic adenoiditis
47400,5,47400,Chronic tonsillitis,Chronic tonsillitis
46619,5,46619,Acute bronchiolitis due to other infectious organisms,Acu brnchlts d/t oth org
46611,5,46611,Acute bronchiolitis due to respiratory syncytial virus (RSV),Acu broncholitis d/t RSV
46451,5,46451,"Supraglottitis unspecified, with obstruction",Supraglottis w obstr NOS
46450,5,46450,"Supraglottitis unspecified, without obstruction",Supraglottis w/o obs NOS
46431,5,46431,Acute epiglottitis with obstruction,Ac epiglottitis w obstr
46430,5,46430,Acute epiglottitis without mention of obstruction,Ac epiglottitis no obstr
46421,5,46421,Acute laryngotracheitis with obstruction,Ac laryngotrach w obstr
46420,5,46420,Acute laryngotracheitis without mention of obstruction,Ac laryngotrach no obstr
46411,5,46411,Acute tracheitis with obstruction,Ac tracheitis w obstruct
46410,5,46410,Acute tracheitis without mention of obstruction,Ac tracheitis no obstruc
46401,5,46401,Acute laryngitis with obstruction,Ac laryngitis w obstruct
46400,5,46400,Acute laryngitis without mention of obstruction,Ac laryngitis w/o obst
45989,5,45989,Other specified disorders of circulatory system,Circulatory disease NEC
45981,5,45981,"Venous (peripheral) insufficiency, unspecified",Venous insufficiency NOS
45939,5,45939,Chronic venous hypertension with other complication,Chr venous hyp comp NEC
45933,5,45933,Chronic venous hypertension with ulcer and inflammation,Chr ven hyp w ulc&inflam
45932,5,45932,Chronic venous hypertension with inflammation,Chr venous hypr w inflam
45931,5,45931,Chronic venous hypertension with ulcer,Chr venous hyper w ulcer
45930,5,45930,Chronic venous hypertension without complications,Chr venous hypr w/o comp
45919,5,45919,Postphlebetic syndrome with other complication,Postphleb synd comp NEC
45913,5,45913,Postphlebetic syndrome with ulcer and inflammation,Postphl syn w ulc&inflam
45912,5,45912,Postphlebetic syndrome with inflammation,Postphlebtc syn w inflam
45911,5,45911,Postphlebetic syndrome with ulcer,Postphlebtc synd w ulcer
45910,5,45910,Postphlebetic syndrome without complications,Postphlbtc synd w/o comp
45829,5,45829,Other iatrogenic hypotension,Iatrogenc hypotnsion NEC
45821,5,45821,Hypotension of hemodialysis,Hemododialysis hypotensn
45621,5,45621,"Esophageal varices in diseases classified elsewhere, without mention of bleeding",Esoph varice oth dis NOS
45620,5,45620,"Esophageal varices in diseases classified elsewhere, with bleeding",Bleed esoph var oth dis
45389,5,45389,Acute venous embolism and thrombosis of other specified veins,Ac embolism veins NEC
45387,5,45387,Acute venous embolism and thrombosis of other thoracic veins,Ac embl thorac vein NEC
45386,5,45386,Acute venous embolism and thrombosis of internal jugular veins,Ac embl internl jug vein
45385,5,45385,Acute venous embolism and thrombosis of subclavian veins,Ac embl subclav veins
45384,5,45384,Acute venous embolism and thrombosis of axillary veins,Ac emblsm axillary veins
45383,5,45383,"Acute venous embolism and thrombosis of upper extremity, unspecified",Ac emblsm up ext NOS
45382,5,45382,Acute venous embolism and thrombosis of deep veins of upper extremity,Ac DVT/embl up ext
45381,5,45381,Acute venous embolism and thrombosis of superficial veins of upper extremity,Ac embl suprfcl up ext
45379,5,45379,Chronic venous embolism and thrombosis of other specified veins,Ch emblsm veins NEC
45377,5,45377,Chronic venous embolism and thrombosis of other thoracic veins,Ch embl thorac vein NEC
45376,5,45376,Chronic venous embolism and thrombosis of internal jugular veins,Ch embl internl jug vein
45375,5,45375,Chronic venous embolism and thrombosis of subclavian veins,Ch emblsm subclav veins
45374,5,45374,Chronic venous embolism and thrombosis of axillary veins,Ch emblsm axillary veins
45373,5,45373,"Chronic venous embolism and thrombosis of upper extremity, unspecified",Ch emblsm up ext NOS
45372,5,45372,Chronic venous embolism and thrombosis of deep veins of upper extremity,Ch DVT/embl up ext
45371,5,45371,Chronic venous embolism and thrombosis of superficial veins of upper extremity,Ch emblsm suprfcl up ext
45352,5,45352,Chronic venous embolism and thrombosis of deep vessels of distal lower extremity,Ch DVT/embl dstl low ext
45351,5,45351,Chronic venous embolism and thrombosis of deep vessels of proximal lower extremity,Ch DVT/embl prox low ext
45350,5,45350,Chronic venous embolism and thrombosis of unspecified deep vessels of lower extremity,Ch DVT/embl low ext NOS
45342,5,45342,Acute venous embolism and thrombosis of deep vessels of distal lower extremity,Ac DVT/emb distl low ext
45341,5,45341,Acute venous embolism and thrombosis of deep vessels of proximal lower extremity,Ac DVT/emb prox low ext
45340,5,45340,Acute venous embolism and thrombosis of unspecified deep vessels of lower extremity,Ac DVT/embl low ext NOS
45189,5,45189,Phlebitis and thrombophlebitis of other sites,Thrombophlebitis NEC
45184,5,45184,"Phlebitis and thrombophlebitis of upper extremities, unspecified",Phlbts vn NOS up extrm
45183,5,45183,Phlebitis and thrombophlebitis of deep veins of upper extremities,Phlbts deep vn up extrm
45182,5,45182,Phlebitis and thrombophlebitis of superficial veins of upper extremities,Phlbts sprfc vn up extrm
45181,5,45181,Phlebitis and thrombophlebitis of iliac vein,Iliac thrombophlebitis
45119,5,45119,"Phlebitis and thrombophlebitis of deep veins of lower extremities, other",Deep phlebitis-leg NEC
45111,5,45111,Phlebitis and thrombophlebitis of femoral vein (deep) (superficial),Femoral vein phlebitis
44773,5,44773,Thoracoabdominal aortic ectasia,Thoracoabd aortc ectasia
44772,5,44772,Abdominal aortic ectasia,Abdominal aortic ectasia
44771,5,44771,Thoracic aortic ectasia,Thoracic aortic ectasia
44770,5,44770,"Aortic ectasia, unspecified site","Aortic ectasia, site NOS"
44629,5,44629,Other specified hypersensitivity angiitis,Hypersensit angiitis NEC
44621,5,44621,Goodpasture's syndrome,Goodpasture's syndrome
44620,5,44620,"Hypersensitivity angiitis, unspecified",Hypersensit angiitis NOS
44589,5,44589,Atheroembolism of other site,"Atheroembolism, site NEC"
44581,5,44581,Atheroembolism of kidney,"Atheroembolism, kidney"
44502,5,44502,Atheroembolism of lower extremity,"Atheroembolism,lower ext"
44501,5,44501,Atheroembolism of upper extremity,"Atheroembolism,upper ext"
44489,5,44489,Embolism and thrombosis of other specified artery,Arterial embolism NEC
44481,5,44481,Embolism and thrombosis of iliac artery,Iliac artery embolism
44422,5,44422,Arterial embolism and thrombosis of lower extremity,Lower extremity embolism
44421,5,44421,Arterial embolism and thrombosis of upper extremity,Upper extremity embolism
44409,5,44409,Other arterial embolism and thrombosis of abdominal aorta,Ot art emb/thrm abd aort
44401,5,44401,Saddle embolus of abdominal aorta,Saddle embolus abd aorta
44389,5,44389,Other specified peripheral vascular diseases,Periph vascular dis NEC
44382,5,44382,Erythromelalgia,Erythromelalgia
44381,5,44381,Peripheral angiopathy in diseases classified elsewhere,Angiopathy in other dis
44329,5,44329,Dissection of other artery,Dissection artery NEC
44324,5,44324,Dissection of vertebral artery,Dissect vertebral artery
